time,lat,lon,alt,speed
2026-05-12 16:41:35.000,11.0124000,76.9360000,426.0,0.80
2026-05-12 16:41:36.000,11.0124270,76.9360000,426.1,0.82
2026-05-12 16:41:37.000,11.0124540,76.9360000,426.0,0.81
2026-05-12 16:41:38.000,11.0124540,76.9359940,426.1,0.80
2026-05-12 16:41:39.000,11.0124270,76.9359940,426.2,0.82
2026-05-12 16:41:40.000,11.0124000,76.9359940,426.1,0.81
2026-05-12 16:41:41.000,11.0124000,76.9359880,426.0,0.80
2026-05-12 16:41:42.000,11.0124270,76.9359880,426.1,0.82
2026-05-12 16:41:43.000,11.0124540,76.9359880,426.0,0.81
2026-05-12 16:41:44.000,11.0124540,76.9359820,426.1,0.80
2026-05-12 16:41:45.000,11.0124270,76.9359820,426.2,0.82
2026-05-12 16:41:46.000,11.0124000,76.9359820,426.1,0.81
2026-05-12 16:41:47.000,11.0124000,76.9359760,426.0,0.80
2026-05-12 16:41:48.000,11.0124270,76.9359760,426.1,0.82
2026-05-12 16:41:49.000,11.0124540,76.9359760,426.0,0.81
2026-05-12 16:41:50.000,11.0124540,76.9359700,426.1,0.80
2026-05-12 16:41:51.000,11.0124270,76.9359700,426.2,0.82
2026-05-12 16:41:52.000,11.0124000,76.9359700,426.1,0.81

2026-05-12 16:41:53.000,11.0124000,76.9359640,426.0,0.80
2026-05-12 16:41:54.000,11.0124270,76.9359640,426.1,0.82
2026-05-12 16:41:55.000,11.0124540,76.9359640,426.0,0.81

2026-05-12 16:41:56.000,11.0124540,76.9359580,426.1,0.80

2026-05-12 16:41:57.000,11.0124270,76.9359580,426.2,0.82
2026-05-12 16:41:58.000,11.0124000,76.9359580,426.1,0.81

2026-05-12 16:41:59.000,11.0124000,76.9359520,426.0,0.80

2026-05-12 16:42:00.000,11.0124270,76.9359520,426.1,0.82
2026-05-12 16:42:01.000,11.0124540,76.9359520,426.0,0.81

2026-05-12 16:42:02.000,11.0124540,76.9359460,426.1,0.80

2026-05-12 16:42:03.000,11.0124270,76.9359460,426.2,0.82
2026-05-12 16:42:04.000,11.0124000,76.9359460,426.1,0.81

2026-05-12 16:42:05.000,11.0124000,76.9359400,426.0,0.80
2026-05-12 16:42:06.000,11.0124270,76.9359400,426.1,0.82
2026-05-12 16:42:07.000,11.0124540,76.9359400,426.0,0.81
